,ITEM_CODE,ITEM_NAME
959,22732,"MCB-2P,50A"
960,22734,MAGNET SWITCH
961,22735,PLC
962,22737,CABLE
963,22743,CABLE CLIP
964,22746,SINGLE BOARD COMPUTER
965,22748,ADAPTER
966,22749,BATTERY
967,22751,SERVO DRIVE
968,22753,CHARGER
969,22756,CABLE
970,22759,SWITCH
971,22761,POWER MODULE
972,22765,IMU
973,22769,BARCODE SCANNER-VISION1D OR 2D
974,22773,E-STOP
975,22776,IPC-WALLMOUNTSATA SSD DRIVE 8GB RAM 7TH GEN I7 PROC24VDC
976,22777,ETHERNET I/O MODULE
977,22778,CONTROLLER
978,22781,SAFETY PLC
979,22785,VFD
980,22786,COMMUNICATION MODULE
981,22788,ENCODER MODULE
982,22789,CHARGER
983,22790,BATTERY
984,22798,PUSH BUTTON
985,22799,LITHIUM BATTERIES
986,22800,BATTERY
987,22801,BATTERY-48V40AH
988,22802,BATTERY
989,22803,BATTERY-48V21AH
990,22804,DRIVE-CLIQ CABLE
991,22807,CHARGER
992,22809,REFLECTOR
993,22811,HMI
994,22812,MALE HARNESS
995,22817,RELAY
996,22818,FEMALE HARNESS
997,22823,WIFI KIT
998,24184,2 CORE 0.75 SQ /MM
999,24185,CABLE
1000,24186,CABLE
1001,24189,ENCLOSURE - 130X130X75 TS WALL MOUNT
1002,24190,LUG
1003,24191,LUGS
1004,24192,0.75 MM PIN LUGS
1005,24195,RETRO REFLECTOR SENSOR CONNECTOR
1006,24198,SENSOR
1007,24201,MCB BUSBAR-12 MODULE63A
1008,24202,"MCB-4P,16A"
1009,24205,HUB SWITCH-MANAGED(80X117X109)16 PORT10/100 MBITS24V DC
1010,24206,HUB SWITCH-MANAGED(40X117X109)8 PORT10/100 MBPS24V DC
1011,24208,INPUT CARD
1012,24209,"VFD 1.5KW,3PH/380-480V"
1013,24210,3.6 V BACKUP BATTERY
1014,24211,RAM MEMORY CARD FOR 8 MB
1015,24215,CPU RACK
1016,24217,INLINE SPLICING CONNECTOR
1017,24219,HUB SWITCH- UNMANAGED45WX100HX87D5 PORT100 MBPS24V
1018,24220,ETHERNET SWITCH
1019,24225,LED TUBE LIGHT 6W
1020,24228,SWITCHGEAR
1021,24229,SENSOR-DIFFUSIVEPNP950 MM
1022,24230,Y-LINK FOR CONNECTION OF SINGLE-CHANNEL DP SLAVES TO S7-400H & AS 410H
1023,24231,CPU  1X MPI/DP 1X DP 1XPN AND 2 FOR SYNC MODULES
1024,24232,DIAGNOSTIC REPEATERS FOR PROFIBUS DP FOR ONLINE DIAGNOSTICS OF THE PROFIBUS CABLE DP STANDARD SLAVE UP TO 12 MBIT/S
1025,24233,RS485 REPEATER FOR CONNECTION OF PROFIBUS/MPI BUS SYSTEMS WITH MAX. 31 NODES MAX. BAUD RATE 12 MBIT/S
1026,24239,CONNECTOR - M12 4 PINS MALE D-CODE
1027,24241,SAFETY LIGHT CURTAIN -RCV900 MM24V DC
1028,24242,F-DQ 8X24 V DC/0.5 A PP HF
1029,24243,CABLE
1030,24244,PROFIBUS FC BUS CONNECTOR RS 485
1031,24246,PROFIBUS FC STANDARD CABLE GP
1032,24247,BASE UNIT
1033,24248,BASE UNIT
1034,24249,INPUT CARD
1035,24253,CONNECTOR-3PFEMALE32A0.08 TO 2.5 MM2GRAY
1036,24254,CONNECTOR
1037,24256,CONNECTOR
1038,24257,INDUCTIVE PROXIMITY SENSOR
1039,24265,CAT 6 UTP CABLE
1040,24267,MODULAR JACK
1041,24271,"MPCB-3P,13-18A"
1042,24272,BUS ADAPTER
1043,24273,I/O MODULE
1044,24274,"VFD-0.75KW,3 PHASE,480V"
1045,24275,CABLE - 5G X 1.5MM GY CU FLEXIBLE
1046,24276,MANAGED SWITCH
1047,24278,PRE FAB CABLE- 0.5MRJ45RJ45STRAIGHTSHIELDEDMALE
1048,24280,PLUG-IN BRIDGE
1049,24281,OLFLEX 100 1 2X0.5 SQMM
1050,24282,OLFLEX CLASSIC 115 CY 4 X 1.5 WIRE
1051,24286,WALL MOUNTED 500X500X300 PANEL
1052,24287,PANEL
1053,24312,CONNECTOR
1054,24530,CONTACTOR
1055,24531,CONNECTOR
1056,24532,HANDLE
1057,24534,CONNECTOR
1058,24535,CONNECTOR
1059,24536,CONNECTOR
1060,24537,CABLE TIE
1061,24538,CABLE TIE
1062,24539,SPIRAL WRAP
1063,24540,BRAKE RESISTOR
1064,24549,CABLE
1065,24550,LUGS
1066,24551,CABLE
1067,24552,DC-DC CONVERTER
1068,24553,SERVO MOTOR DRIVER
1069,24554,FUSE
1070,24555,CABLE
1071,24556,SHORTING LINK
1072,24557,COMMUNICATION BUS
1073,24560,LUGS
1074,24561,CONNECTOR
1075,24562,LUGS
1076,24563,DIN RAIL
1077,24570,CABLE
1078,24575,LUG
1079,24576,CABLE
1080,24587,CABLE ENTRY PLATES
1081,24588,CABLE
1082,24589,CABLE TIE
1083,24590,CABLE TIE
1084,24591,RJ45 CONNECTOR
1085,24593,CONTROLLER
1086,24594,SCREW
1087,24596,PUSH BUTTON
1088,24745,SINGLE POLE CURRENT COLLECTOR
1089,25128,PATCH CORD COPPER
1090,25129,FAN 4 INCH
1091,25291,TABLET
1092,25399,PG9 WASHER FOR GLAND
1093,25401,PG11 WASHER FOR GLAND
1094,25402,PROTECTION MODULE
1095,25403,SWITCH
1096,25404,FAN 4 INCH
1097,25410,PG21 WASHER
1098,25411,LOCK NUT FOR CABLE GLAND PG29
1099,25413,CABLE
1100,25414,M20 CABLE GLAND
1101,25415,M20 LOCK NUT
1102,25416,DOOR SWITCH
1103,25418,LEGEND PLATE
1104,25419,CABLE TIE-100MMWHITE
1105,25420,MOUNTING
1106,25421,ISOLATOR SWITCH 32A
1107,25423,FAN 4 INCH
1108,25424,ISOLATOR SWITCH 20A 3P
1109,25425,PVC DUCT 25X25 MM
1110,25426,OLFLEX 100I 2CX2.5SQMM
1111,25427,TERMINAL MARKER
1112,25429,LEGEND PLATE
1113,25431,WARNING PLATE
1114,25455,WARNING PLATE
1115,25502,VARIAC
1116,25503,CONTROLLER
1117,25504,CABLE
1118,25505,LUG
1119,25507,LINEAR ACTUATOR
1120,25508,CABLE KIT
1121,25509,INTERFACE MODULE
1122,25589,RELAY MODULE
1123,25590,NAME PLATE
1124,25592,BATTERY CHARGER
1125,25593,USB CABLE
1126,25640,DRIVER CARD
1127,25641,MULTICORE CABLE
1128,25645,SMPS
1129,25646,DIN RAIL
1130,25648,WIRE RED
1131,25649,SERVO DRIVE
1132,25650,SERVO DRIVE
1133,25651,CABLE
1134,25652,CABLE
1135,25653,CABLE
1136,25654,BRAKE PIN
1137,25655,INDUSTRIAL PC
1138,25656,PANEL
1139,25657,CABLE
1140,25658,CONNECTOR
1141,25659,CABLE
1142,25660,CONNECTOR
1143,25661,CABLE
1144,25662,CONNECTOR
1145,25663,CABLE
1146,25665,WIRE
1147,25666,WIRE
1148,25667,CONVERTER CABLE
1149,25669,PCB BOARD
1150,25670,CONNECTOR
1151,25671,BATTERY
1152,25674,TERMINAL
1153,25723,STICKERS
1154,25724,STICKERS
1155,25725,STICKERS
1156,25726,STICKERS
1157,25727,BATTERY
1158,25731,POWER LINE FILTER
1159,25830,DOOR INTERLOCK
1160,25831,TOWER LAMP
1161,25832,ACTUATOR
1162,25833,CABLE
1163,25835,PUSH BUTTON
1164,25837,INDICATOR WHITE
1165,25838,TIMER
1166,25845,MCB
1167,25847,INDICATION LAMP
1168,25848,INDUCTIVE PROXIMITY SENSOR
1169,25849,LIGHT GRID
1170,25850,MOUNTING BRACKETS
1171,25851,CABLE DUCT-25X60
1172,25853,CABLE TIE
1173,25856,WIRE
1174,25857,WIRE
1175,25862,BRAKING RESISTOR
1176,25863,CABLE
1177,25866,POWER MODULE
1178,25867,INPUT MODULE
1179,25868,INPUT MODULE
1180,25869,CONNECTOR
1181,25871,CONNECTOR
1182,25873,CONNECTOR
1183,25875,CONNECTOR
1184,25876,MCB
1185,25877,USB SPLITTER
1186,25881,CABLE
1187,25882,CABLE
1188,25883,CABLE
1189,25884,CABLE
1190,25885,CABLE
1191,25886,CABLE
1192,25887,CONNECTOR
1193,25888,CONNECTOR
1194,25889,CONNECTOR
1195,25896,CABLE
1196,25897,WIRE
1197,25898,WIRE
1198,25900,MOUNTING FRAME
1199,25901,ADAPTER PLATE
1200,25902,CONNECTOR
1201,25906,LED LIGHT FOR PANEL
1202,25907,CABLE
1203,25908,FAN
1204,25909,FILTER
1205,25910,EMERGENCY STOP PUSH BUTTON
1206,25911,SAFETY RELAY
1207,25912,DOOR SWITCH
1208,25923,CONNECTOR
1209,25928,CONNECTOR
1210,25929,CONNECTOR
1211,25930,TB.MOUNTING
1212,25931,TB.MOUNTING
1213,25932,TB.MOUNTING
1214,25933,EARTHING TAPE
1215,25935,CONNECTOR
1216,25937,CONNECTOR
1217,25943,TB.MOUNTING
1218,25944,NO TERMINAL
1219,26063,MOTOR
1220,26064,LIDAR
1221,26067,RESISTOR
1222,26069,MOTOR
1223,26070,CABLE ENTRY GLAND
1224,26071,CONNECTOR
1225,26072,CONNECTOR CABLE
1226,26073,PRE FAB CABLE-2M MICRO D-SUB FREE ANGLE SHIELDED MALE
1227,26074,CABLE
1228,26075,CONNECTOR
1229,26076,MOTOR
1230,26077,MOTOR
1231,26092,MOTOR CONTROLLER
1232,26157,CABLE
1233,26160,CABLE
1234,26161,CABLE
1235,26163,CONNECTOR
1236,26164,CABLE TIE
1237,26165,CABLE TIE
1238,26166,CABLE TIE
1239,26167,SPIRAL TUBE
1240,26168,SPIRAL TUBE
1241,26169,SPIRAL TUBE
1242,26170,CABLE DUCT
1243,26171,CABLE DUCT
1244,26172,DIN RAIL
1245,26173,CONNECTOR
1246,26174,CONNECTOR
1247,26175,SWITCH
1248,26176,GLAND
1249,26177,HANDLE
1250,26178,ESCAPE RELEASE HANDLE
1251,26182,PUSHBUTTON BOX
1252,26238,SURVEILLANCE HDD
1253,26239,MANAGED SWITCH
1254,26240,JUNCTION BOX
1255,26242,WALL MOUNT RACK
1256,26243,CAMERA MOUNTING
1257,26245,NETWORK CABLE
1258,26246,MEMORY CARD
1259,26249,DESKTOP
1260,26251,FUSE UNIT 63A
1261,26252,UPS 10KVA
1262,26253,UPS 3KVA
1263,26254,BATTERY 26AH-12V
1264,26255,ENCLOSURE
1265,26256,ENCLOSURE
1266,26257,DOME CAMERA
1267,26258,VIDEO RECORDER
1268,26259,VIDEO RECORDER
1269,26300,CABLE
1270,26302,CONNECTOR
1271,26303,CONNECTOR
1272,26309,MOTOR
1273,26310,BARCODE PROTECTIVE TAPE
1274,26315,LMFB CONTACT
1275,26316,BUMPER PROFILE
1276,26317,BUMPER CONTACT
1277,26318,BUMPER MOUNTING
1278,26326,LUGS
1279,26327,REFLECTOR TAPE
1280,26328,CABLE
1281,26509,DRIVE
1282,26510,DRIVE
1283,26511,BATTERY INDICATION
1284,26512,REMOTE IO MODULE
1285,26513,REMOTE IO MODULE
1286,26514,"MALE CONNECTOR M12, 4PIN"
1287,26515,CABLE
1288,26516,CABLE
1289,26517,CABLE
1290,26518,MOTOR
1291,26519,MOTOR
1292,26521,CHARGER
1293,26522,CABLE
1294,26523,TUBE
1295,26524,CRIMPS
1296,26525,ELECTROMAGNET
1297,26528,SWITCH
1298,26557,POWER SUPPLY
1299,26558,CONNECTION PLUG
1300,26559,CONNECTION PLUG
1301,26560,STRIPPING TOOL
1302,26561,STRIPPING TOOL
1303,26562,STRIPPING TOOL
1304,26563,STRIPPING TOOL
1305,26565,RT LICENSE
1306,26566,FLOATING LICENSE
1307,26567,SYNCHRONIZATION MODULE
1308,26568,BUSBAR ALUMINUM
1309,26569,"VFD-1.5KW,3 PHASE,480V"
1310,26570,PN/PN COUPLE
1311,26571,FLOATING LICENSE
1312,26602,DBR
1313,26603,HOSE CLAMP
1314,26604,PROTECTIVE HOSE
1315,26605,PROTECTIVE HOSE
1316,26606,GROMMET
1317,26607,INDICATOR
1318,26608,INDICATOR
1319,26609,CABLE
1320,26610,PLC
1321,26612,HMI
1322,26613,INVERTER
1323,26614,RESISTOR
1324,26615,MOTOR
1325,26616,DRIVE
1326,26617,CABLE
1327,26618,CABLE
1328,26619,CABLE
1329,26620,SAFETY CONTROLLER
1330,26621,SWITCH
1331,26622,SENSOR
1332,26623,CABLE
1333,26624,CABLE
1334,26625,BUTTON
1335,26626,BUZZER
1336,26627,FAN
1337,26628,FILTER
1338,26629,CONNECTOR
1339,26630,CABLE
1340,26631,SWITCH
1341,26632,SWITCH
1342,26633,"RCCB-4P,25A"
1343,26634,RCCB
1344,26635,MCB
1345,26636,MCB
1346,26637,MCB
1347,26638,MCB
1348,26639,CABLE
1349,26640,CABLE
1350,26641,CABLE
1351,26642,CABLE
1352,26644,CABLE
1353,26645,CABLE
1354,26646,CABLE
1355,26647,CABLE
1356,26648,CABLE
1357,26649,CABLE
1358,26650,CABLE
1359,26651,CABLE
1360,26652,CABLE
1361,26653,CABLE
1362,26654,LUG
1363,26655,CABLE
1364,26657,CLIPS
1365,26658,GLAND
1366,26659,LOCKNUT
1367,26660,GLAND
1368,26661,CONDUIT
1369,26663,CONDUIT
1370,26664,TERMINAL BLOCK
1371,26665,CABLE BASE
1372,26666,TIE
1373,26689,CABLE
1374,26690,FUSE
1375,26718,DM TAG
1376,26719,INSULATOR
1377,26720,TERMINAL
1378,26721,FUSE
1379,26722,FUSE
1380,26723,SLEEVE
1381,26724,SLEEVE
1382,26728,LEGEND
1383,26729,LEGEND
1384,26730,ENCLOSURE
1385,26731,BATTERY
1386,26733,FAN 4 220V AC
1387,26734,CABLE INSERTER PG16
1388,26735,CABLE INSERTER PG16
1389,26736,PG16 LOCK NUT
1390,26737,PG11 LOCK NUT
1391,26738,CABLE INSERTER PG11
1392,26739,HOSE CLAMP
1393,26740,HOSE CLAMP
1394,26741,PROTECTIVE HOSE
1395,26742,CABLE
1396,26743,CABLE
1397,26745,TOWER LAMP
1398,26747,TABLET
1399,26748,BATTERY
1400,26752,PROTECTIVE HOSE
1401,26753,PARTITION PLATE
1402,26754,END CLAMP
1403,26761,"VFD-0.75KW,3 PHASE,480V"
1404,26763,"VFD-2.2KW,3 PHASE,480V"
1405,26764,REMOTE DIGITAL INPUT MODULE
1406,26765,REMOTE DIGITAL OUTPUT MODULE
1407,26766,PRINTER
1408,26767,CABLE
1409,26768,CABLE
1410,26769,LOCKNUT
1411,26770,WI-FI MODULE
1412,26771,FUSE
1413,26772,CABLE
1414,26773,CABLE
1415,26774,CABLE
1416,26775,CABLE
1417,26776,CABLE
1418,26777,CABLE
1419,26778,GLAND
1420,26796,CABLE
1421,26808,CONTROLLER
1422,26825,MCB3P16A
1423,26864,ENCLOSURE 500WX500HX210D
1424,26865,STAINLESS STEEL CABLE TRAY
1425,26866,STAINLESS STEEL CABLE TRAY
1426,26869,MOTOR
1427,26876,REFLECTOR
1428,26877,CONNECTOR
1429,26878,CONNECTOR
1430,26879,CRIMP
1431,26880,CRIMP
1432,26882,MCB 3POLE 6A 10KA
1433,26883,POWER SUPPLY UNIT
1434,26884,PLC CPU
1435,26885,PLC REMOTE MODULE
1436,26886,PLC INPUT
1437,26887,PLC OUTPUT
1438,26888,TERMINAL MODULE
1439,26889,TERMINAL MODULE (POWER FEEDER)
1440,26890,VFD 1.5KW
1441,26891,CONTROL UNIT
1442,26892,BOP
1443,26893,HMI
1444,26895,VFD 1.5KW
1445,26913,INDICATOR
1446,26914,CHARGE COLLECTOR
1447,26915,CHARGER
1448,26916,DRIVE
1449,26918,RESISTOR
1450,26919,COMM MODULE
1451,26920,DRIVE
1452,26923,CHARGING BASE
1453,26924,CONDUIT PIPE
1454,26925,PVC DUCT
1455,26926,MOTOR
1456,26927,MOTOR
1457,26929,BATTERY
1458,26946,LED LIGHT FOR PANEL
1459,26985,BATTERY
1460,26986,BATTERY
1461,26987,CHARGER
1462,26989,PLASTIC CABLE MARKER
1463,26991,USB CABLE
1464,27039,CONDUCTOR RAIL
1465,27040,CONDUCTOR RAIL
1466,27041,CONNECTOR
1467,27042,CLAMP
1468,27043,CAP
1469,27044,CAP
1470,27045,ANCHOR POINT
1471,27046,CURRENT COLLECTOR
1472,27047,CURRENT COLLECTOR
1473,27048,CABLE
1474,27049,CABLE
1475,27050,TOWING DEVICE
1476,27051,MOTOR MODULE 60A
1477,27052,SERVO DRIVE
1478,27056,DIN RAIL CHANNEL
1479,27057,WIRING DUCT 25*45
1480,27058,GLAND PG21
1481,27098,EARTHING TERMINAL BLOCK 4SQMM
1482,27099,SLIM RELAY
1483,27117,GLAND PG21
1484,27118,ENCLOSURE PUSHBUTTON STATION
1485,27120,HMI 9
1486,27124,NAMEPLATE FOR PUSHBUTTONS
1487,27183,DBR
1488,27184,MOUNTING
1489,27219,"RCCB-1P,16A"
1490,27234,PLINTH PS 100 MM
1491,27275,IPC
1492,27276,DC JACK ADAPTER
1493,27277,BUS COUPLER
1494,27278,MOTOR
1495,27280,CONVERTER CABLE
1496,27282,CONNECTOR
1497,27283,CRIMPS
1498,27285,TERMINAL BLOCK
1499,27286,SHORTING LINKS
1500,27287,CHARGING CONTACT
1501,27288,CONTACTOR
1502,27289,CONTACTOR
1503,27290,FUSE
1504,27292,CABLE GROUMMET
1505,27347,SENSOR
1506,27423,MOTOR CONTROLLER
1507,27425,END PLATE
1508,27426,CONNECTOR
1509,27427,CONTACT INSERT
1510,27428,CONTACT INSERT
1511,27429,HOUSING
1512,27430,MOUNTING BASE
1513,27431,DOOR SWITCH
1514,27432,DOOR SWITCH MOUNTING
1515,27433,SERVO DRIVE 0.4KW
1516,27434,SERVO DRIVE 0.75KW
1517,27435,POWER CABLE
1518,27436,FEEDBACK CABLE
1519,27437,PLC CPU
1520,27438,END CAP
1521,27439,POWER SUPPLY
1522,27440,HMI
1523,27441,ETHERNET ADAPTER
1524,27442,OUTPUT MODULE
1525,27443,STANDARD AUXILIARY CONTACT CIRCUIT BREAKER
1526,27444,ELCB
1527,27446,SHUNT TRIP
1528,27447,TERMINAL MODULE (JUMPER)
1529,27448,SERVO MOTOR
1530,27449,SERVO MOTOR
1531,27450,INPUT MODULE
1532,27451,TERMINAL MODULE
1533,27453,CONTROLLER
1534,27567,CABLE
1535,27583,TABLET
1536,27593,MCB
1537,27595,SMPS
1538,27596,CABLE
1539,27642,NAMEPLATE
1540,27643,NAMEPLATE
1541,27686,"VFD-2.2KW,3 PHASE,480V"
1542,27687,HMI GS21 MODEL
1543,27688,POWER SUPPLY UNIT
1544,27689,BASE RACK
1545,27691,INTERFACE MODULE
1546,27696,"RCBO-1P+N,25A"
1547,27697,PUSH BUTTON
1548,27712,LUGS
1549,27713,NAMEPLATE FOR PUSHBUTTONS
1550,27714,23112500029 CARTRIDGE FUSES CARTRIDGE FUSES 2.5A 6.3X32MM CERAMIC TUBE
1551,27722,EMERGENCY PUSHBUTTON 2NC+1NO
1552,27752,PANEL ENCLOSURE W600XH800XD300MM
1553,27753,CONNECTOR WITH CABLE
1554,27754,CONNECTOR WITH CABLE
1555,27755,0430200600 CONN PLUG HSG 6POS 3.00MM
1556,27756,CONNECTOR
1557,27767,MOTOR
1558,27840,MEMORY CARD
1559,27841,ENCLOSURE
1560,27842,SELECTOR SWITCH
1561,27844,SWITCH DISCONNECTOR
1562,27845,FUSE
1563,27846,FUSE BASE
1564,27847,NC CONTACT
1565,27848,DIGITAL OUTPUT CARD
1566,27849,CONNECTOR
1567,27850,PUSHBUTTON
1568,27851,ENCLOSURE
1569,27852,ENCLOSURE
1570,27854,AUXILLARY SWITCH
1571,27859,ISOLATOR
1572,27862,CIRCUIT BREAKER
1573,27864,PUSHBUTTON
1574,27865,ENCLOSURE
1575,27866,NC CONTACT
1576,27867,ENCLOSURE
1577,27868,PLC
1578,27869,LIGHT ELEMENT
1579,27870,LIGHT ELEMENT
1580,27871,LED MODULE
1581,27872,MEMORY CARD
1582,27873,WIFI ROUTER
1583,27874,BASE UNIT
1584,27875,BASE UNIT
1585,27876,ETHERNET SWITCH
1586,27877,TOWER LAMP COVER
1587,27878,TOWER LAMP BASE
1588,27879,TOWER LAMP PIPE
1589,27880,LED MODULE
1590,27881,SELECTOR SWITCH
1591,27882,NO CONTACT
1592,27883,LABEL
1593,27884,PUSHBUTTON
1594,27885,PUSHBUTTON
1595,27886,HMI ACCESSORY
1596,27887,HMI MOUNTING
1597,27888,HMI SCREEN
1598,27889,CABLE
1599,27890,LED MODULE
1600,27893,CONTACTOR
1601,27894,SURGE SUPRESSOR
1602,27895,RELAY
1603,27896,LIGHT ELEMENT
1604,27897,LIGHT ELEMENT
1605,27898,LIGHT ELEMENT
1606,27933,SWITCH DISCONNECTOR
1607,28055,DOUBLE-LEVEL TERMINAL BLOCK
1608,28058,CIRCUIT BREAKER
1609,28059,ISOLATOR EXTRA POLE
1610,28060,CABLE
1611,28061,ISOLATOR
1612,28063,ISOLATOR
1613,28064,ISOLATOR EXTRA POLE
1614,28065,CRIMPS
1615,28081,LOCK NUT
1616,28082,BARCODE TAPE
1617,28083,"BARCODE TAPE-70M,2D"
1618,28084,"BARCODE TAPE-20M,2D"
1619,28135,FAN
1620,28137,FAN FILTER UNIT
1621,28149,POWER CABLE
1622,28150,EXTENSION CABLE
1623,28151,EXTENSION CABLE
1624,28168,MOTOR
1625,28169,DRIVE
1626,28173,ACTUATOR
1627,28185,FEMALE CONNECTOR KIT
1628,28193,COLLECTOR SHOE
1629,28194,COLLECTOR SHOE
1630,28195,CABLE
1631,28219,EXTENSION CABLE
1632,28220,HMI
1633,28221,LED TUBE LIGHT
1634,28222,MCB-4P25A
1635,28226,FILTER
1636,28227,FAN
1637,28282,MOTOR
1638,28314,SENSOR
1639,28315,CONNECTOR
1640,28316,Y CONNECTOR
1641,28317,CONNECTOR
1642,28318,SENSOR
1643,28319,SENSOR
1644,28320,ENCODER
1645,28321,SAFETY SWITCH
1646,28322,SOCKET
1647,28323,ENCLOSURE
1648,28324,TERMINAL
1649,28325,RELAY
1650,28326,LIMIT SWITCH
1651,28327,LIMIT SWITCH
1652,28330,DISTANCE SENSOR
1653,28331,SENSOR CABLE
1654,28332,SENSOR MOUNTING
1655,28334,BARCODE SCANNER
1656,28335,SENSOR
1657,28336,REFLECTOR
1658,28337,CONNECTOR
1659,28338,CONNECTOR
1660,28339,CONNECTOR
1661,28340,CONNECTOR
1662,28341,CONNECTOR
1663,28342,SENSOR
1664,28343,SENSOR
1665,28344,IO MODULE
1666,28345,IO MODULE
1667,28346,CABLE
1668,28420,SENSOR
1669,28422,TOWING DEVICE
1670,28423,ANALOG INPUT CARD
1671,28439,SERVER
1672,28440,SERVER
1673,28441,SERVER
1674,28442,SERVER
1675,28448,BARCODE SCANNER
1676,28449,BARCODE SCANNER
1677,28457,DOOR SWITCH
1678,28458,TERMINAL MARKER
1679,28461,CABLE DUCT
1680,28462,LIGHT CURTAIN
1681,28463,LIGHT CURTAIN
1682,28464,LOAD CELL
1683,28475,ACTIVE COMPONENT
1684,28476,ACTIVE COMPONENT
1685,28483,ACTIVE COMPONENT
1686,28488,FLOOR STANDING NETWORK
1687,28495,PASSIVE COMPONENT
1688,28496,PASSIVE COMPONENT
1689,28497,PASSIVE COMPONENT
1690,28508,ACTIVE COMPONENT
1691,28519,ACTIVE COMPONENT
1692,28520,ACTIVE COMPONENT
1693,28530,ACTIVE COMPONENT
1694,28532,NETWORK RACK COMPONENT
1695,28562,HANGER CLAMP
1696,28581,MCB
1697,28678,POWER CABLE
1698,28679,SIGNAL CABLE
1699,28683,CABLE
1700,28684,POWER CABLE
1701,28685,CONNECTOR
1702,28686,PLUG CONNECTOR AND CABLE
1703,28687,SENSORS
1704,28688,3D CAMERA
1705,28689,VISION LENS
1706,28690,CABLE
1707,28691,CABLE
1708,28693,CONNECTOR
1709,28696,SAFETY RELAY MODULE SRB
1710,28697,BARCODE SCANNER
1711,28698,CONNECTOR CABLE
1712,28699,FUSE HOLDER
1713,28700,FUSE
1714,28701,ENCODER
1715,28702,CONDUIT
1716,28703,CONDUIT
1717,28704,CIRCUIT BREAKER
1718,28705,CONDUIT
1719,28785,SIDE COVER
1720,28786,PLINTH
1721,28787,PLINTH
1722,28788,MOUNTING PANEL
1723,28789,SIDE COVER
1724,28790,PLINTH
1725,28791,PLINTH
1726,28792,CABLE DUCT
1727,28814,BUZZER
1728,28815,CABLE GLAND
1729,28816,LIMIT SWITCH
1730,28817,MOUNTING PANEL
1731,28818,ESCAPE ROD
1732,28819,THERMOSTAT
1733,28820,LED LIGHT
1734,28821,FILTER FAN
1735,28822,OUTLET FILTER
1736,28823,CABLE CONNECTOR
1737,28824,FILTER FAN
1738,28825,OUTLET FILTER
1739,28826,"FEMALE CONNECTOR M12, 4PIN"
1740,28827,DRIVE CONTROLLER
1741,28828,MEMORY CARD
1742,28829,BRAKE MODULE
1743,28830,BRAKE SOCKET
1744,28831,BRAKING RESISTOR
1745,28832,LINE REACTOR
1746,28833,DRIVE MODULE
1747,28834,POWER SUPPLY MODULE
1748,28835,SMPS
1749,28836,MAINS FILTER
1750,28837,DRIVE MODULE
1751,28838,DRIVE MODULE
1752,28839,MOTOR CABLE
1753,28840,GEARED SERVOMOTOR
1754,28841,GEARED SERVOMOTOR
1755,28842,SAFETY CARD FOR DRIVE
1756,28843,DATA COLLECTOR
1757,28846,ROUTER
1758,28860,I/O BOX
1759,28861,I/O BOX
1760,28862,CABLE
1761,28864,CABLE
1762,28865,CABLE
1763,28866,CABLE
1764,28871,GLAND
1765,28872,LOCKNUT
1766,28873,WIRE
1767,28874,WIRE
1768,28875,WIRE
1769,28876,WIRE
1770,28877,WIRE
1771,28893,CONNECTOR
1772,28969,MAGNET
1773,28971,ENCLOSURE PANEL
1774,28974,PANEL
1775,28977,SIDE PANEL
1776,28978,BASE PLINTH
1777,28979,PANEL AC
1778,28980,CABLE CLAMP
1779,28981,CABLE CLAMP
1780,28982,CABLE CLAMP MOUNTING
1781,29002,SOCKET
1782,29003,BUMPER
1783,29004,DRIVE BOP
1784,29005,DRIVE
1785,29006,I/O CARD
1786,29008,DIN RAIL
1787,29009,TERMINAL SHORTING LINK
1788,29010,MOTOR
1789,29017,DC-DC CONVERTER
1790,29040,PANEL
1791,29041,PANEL
1792,29051,TERMINAL BLOCK
1793,29052,SAFETY CONTACTOR
1794,29055,LUG
1795,29056,CONNECTOR
1796,29057,BARCODE TAPE
1797,29058,MOUNTING BRACKET
1798,29059,TERMINAL BLOCK
1799,29062,SENSOR MODULE
1800,29063,RELAY
1801,29064,LUG
1802,29075,CABLE
1803,29076,CABLE
1804,29077,CABINET
1805,29078,CONNECTOR
1806,29079,FIXED BRIDGE
1807,29080,CIRCUIT BREAKER
1808,29082,UPS
1809,29083,CABLE
1810,29084,LUG
1811,29085,CABLE
1812,29086,CABLE
1813,29087,CABLE
1814,29088,CABLE
1815,29089,CABLE
1816,29090,CABLE
1817,29091,CABLE
1818,29092,BARCODE SCANNER
1819,29172,UPS BATTERY
1820,29173,CONNECTOR
1821,29174,DIN RAIL ADAPTER
1822,29175,RJ45 COUPLING
1823,29176,ENCLOSURE
1824,29177,CONDUIT GLAND
1825,29178,CONDUIT PIPE
1826,29179,MALE DATA CONNECTOR
1827,29180,CABLE
1828,29181,CIRCUIT BREAKER
1829,29182,WASHER
1830,29183,WASHER
1831,29185,CONDUIT PIPE
1832,29186,CONDUIT CLAMP
1833,29187,CONDUIT CLAMP
1834,29188,CABINET
1835,29190,POWER SUPPLY
1836,29191,SUB D CONNECTOR
1837,29192,CABLE GLAND
1838,29193,GLAND LOCKNUT
1839,29194,GLAND WASHER
1840,29195,CABLE MARKER
1841,29200,CABLE
1842,29201,MCB
1843,29234,SIGNAL LAMP
1844,29235,SIGNAL LAMP
